No.,Time,Time 1,Time 2,Delay,Delay 1,Delay 2,Jitter
1,0,0,0.000052,0.000052,-0.00614,-0.012332,-0.006192
2,0.000052,0.000052,0.006244,0.006192,0.006192,0.006192,0
3,0.006244,0.006244,0.006244,0,0,0,0
4,0.006244,0.006244,0.006244,0,0,0,0
5,0.006244,0.006244,0.006244,0,0,0,0
6,0.006244,0.006244,0.006244,0,0,6.1E-05,6.1E-05
7,0.006244,0.006244,0.006244,0,-6.1E-05,-5.7E-05,4E-06
8,0.006244,0.006244,0.006305,6.1E-05,-4E-06,-3E-05,-0.000026
9,0.006305,0.006305,0.00637,0.000065,0.000026,2.9E-05,3E-06
10,0.00637,0.00637,0.006409,0.000039,-3E-06,-3.2E-05,-2.9E-05
11,0.006409,0.006409,0.006451,4.2E-05,2.9E-05,0.000052,2.3E-05
12,0.006451,0.006451,0.006464,0.000013,-2.3E-05,-5.9E-05,-3.6E-05
13,0.006464,0.006464,0.0065,3.6E-05,3.6E-05,3.6E-05,0
14,0.0065,0.0065,0.0065,0,0,0,0
15,0.0065,0.0065,0.0065,0,0,0,0
16,0.0065,0.0065,0.0065,0,0,0,0
17,0.0065,0.0065,0.0065,0,0,0,0
18,0.0065,0.0065,0.0065,0,0,0,0
19,0.0065,0.0065,0.0065,0,0,0,0
20,0.0065,0.0065,0.0065,0,0,0,0
21,0.0065,0.0065,0.0065,0,0,2.9E-05,2.9E-05
22,0.0065,0.0065,0.0065,0,-2.9E-05,-1E-06,2.8E-05
23,0.0065,0.0065,0.006529,2.9E-05,-2.8E-05,-8.5E-05,-5.7E-05
24,0.006529,0.006529,0.006586,5.7E-05,5.7E-05,7.4E-05,1.7E-05
25,0.006586,0.006586,0.006586,0,-1.7E-05,0.004915,0.004932
26,0.006586,0.006586,0.006603,1.7E-05,-0.004932,-0.009833,-0.004901
27,0.006603,0.006603,0.011552,0.004949,0.004901,0.004929,2.8E-05
28,0.011552,0.011552,0.0116,4.8E-05,-2.8E-05,0.017391,0.017419
29,0.0116,0.0116,0.011676,7.6E-05,-0.017419,-0.034914,-0.017495
30,0.011676,0.011676,0.029171,0.017495,0.017495,0.017546,5.1E-05
31,0.029171,0.029171,0.029171,0,-5.1E-05,0.000488,0.000539
32,0.029171,0.029171,0.029222,5.1E-05,-0.000539,-0.001103,-0.000564
33,0.029222,0.029222,0.029812,0.00059,0.000564,0.004673,0.004109
34,0.029812,0.029812,0.029838,2.6E-05,-0.004109,-0.006959,-0.00285
35,0.029838,0.029838,0.033973,0.004135,0.00285,0.001601,-0.001249
36,0.033973,0.033973,0.035258,0.001285,0.001249,0.001266,1.7E-05
37,0.035258,0.035258,0.035294,3.6E-05,-1.7E-05,-5.7E-05,-4E-05
38,0.035294,0.035294,0.035347,5.3E-05,4E-05,0.001017,0.000977
39,0.035347,0.035347,0.03536,1.3E-05,-0.000977,-0.001967,-0.00099
40,0.03536,0.03536,0.03635,0.00099,0.00099,0.00099,0
41,0.03635,0.03635,0.03635,0,0,2.3E-05,2.3E-05
42,0.03635,0.03635,0.03635,0,-2.3E-05,0.000145,0.000168
43,0.03635,0.03635,0.036373,2.3E-05,-0.000168,-0.000347,-0.000179
44,0.036373,0.036373,0.036564,0.000191,0.000179,0.004769,0.00459
45,0.036564,0.036564,0.036576,1.2E-05,-0.00459,-0.009192,-0.004602
46,0.036576,0.036576,0.041178,0.004602,0.004602,0.004602,0
47,0.041178,0.041178,0.041178,0,0,0,0
48,0.041178,0.041178,0.041178,0,0,5E-05,5E-05
49,0.041178,0.041178,0.041178,0,-5E-05,0.012428,0.012478
50,0.041178,0.041178,0.041228,5E-05,-0.012478,-0.025006,-0.012528
51,0.041228,0.041228,0.053756,0.012528,0.012528,0.012528,0
52,0.053756,0.053756,0.053756,0,0,0,0
53,0.053756,0.053756,0.053756,0,0,5.7E-05,5.7E-05
54,0.053756,0.053756,0.053756,0,-5.7E-05,0.022449,0.022506
55,0.053756,0.053756,0.053813,5.7E-05,-0.022506,-0.044984,-0.022478
56,0.053813,0.053813,0.076376,0.022563,0.022478,0.022481,3E-06
57,0.076376,0.076376,0.076461,8.5E-05,-3E-06,-7.5E-05,-7.2E-05
58,0.076461,0.076461,0.076549,8.8E-05,7.2E-05,0.000164,9.2E-05
59,0.076549,0.076549,0.076565,1.6E-05,-9.2E-05,-0.0002,-0.000108
60,0.076565,0.076565,0.076673,0.000108,0.000108,0.000121,1.3E-05
61,0.076673,0.076673,0.076673,0,-1.3E-05,7.2E-05,8.5E-05
62,0.076673,0.076673,0.076686,1.3E-05,-8.5E-05,-0.000172,-8.7E-05
63,0.076686,0.076686,0.076784,9.8E-05,8.7E-05,0.00146,0.001373
64,0.076784,0.076784,0.076795,1.1E-05,-0.001373,-0.002739,-0.001366
65,0.076795,0.076795,0.078179,0.001384,0.001366,0.005107,0.003741
66,0.078179,0.078179,0.078197,1.8E-05,-0.003741,-0.00745,-0.003709
67,0.078197,0.078197,0.081956,0.003759,0.003709,0.009979,0.00627
68,0.081956,0.081956,0.082006,5E-05,-0.00627,-0.01259,-0.00632
69,0.082006,0.082006,0.088326,0.00632,0.00632,0.006372,5.2E-05
70,0.088326,0.088326,0.088326,0,-5.2E-05,0.005005,0.005057
71,0.088326,0.088326,0.088378,5.2E-05,-0.005057,-0.010117,-0.00506
72,0.088378,0.088378,0.093487,0.005109,0.00506,0.007437,0.002377
73,0.093487,0.093487,0.093536,4.9E-05,-0.002377,0.023865,0.026242
74,0.093536,0.093536,0.095962,0.002426,-0.026242,-0.05491,-0.028668
75,0.095962,0.095962,0.12463,0.028668,0.028668,0.028668,0
76,0.12463,0.12463,0.12463,0,0,0,0
77,0.12463,0.12463,0.12463,0,0,0,0
78,0.12463,0.12463,0.12463,0,0,0,0
79,0.12463,0.12463,0.12463,0,0,0,0
80,0.12463,0.12463,0.12463,0,0,0,0
81,0.12463,0.12463,0.12463,0,0,0,0
82,0.12463,0.12463,0.12463,0,0,8E-05,8E-05
83,0.12463,0.12463,0.12463,0,-8E-05,0.005844,0.005924
84,0.12463,0.12463,0.12471,8E-05,-0.005924,-0.01141,-0.005486
85,0.12471,0.12471,0.130714,0.006004,0.005486,0.004968,-0.000518
86,0.130714,0.130714,0.131232,0.000518,0.000518,0.000557,3.9E-05
87,0.131232,0.131232,0.131232,0,-3.9E-05,0.026968,0.027007
88,0.131232,0.131232,0.131271,3.9E-05,-0.027007,-0.054053,-0.027046
89,0.131271,0.131271,0.158317,0.027046,0.027046,0.027046,0
90,0.158317,0.158317,0.158317,0,0,0,0
91,0.158317,0.158317,0.158317,0,0,0,0
92,0.158317,0.158317,0.158317,0,0,0,0
93,0.158317,0.158317,0.158317,0,0,0,0
94,0.158317,0.158317,0.158317,0,0,0,0
95,0.158317,0.158317,0.158317,0,0,0,0
96,0.158317,0.158317,0.158317,0,0,0.00011,0.00011
97,0.158317,0.158317,0.158317,0,-0.00011,0.002704,0.002814
98,0.158317,0.158317,0.158427,0.00011,-0.002814,-0.005679,-0.002865
99,0.158427,0.158427,0.161351,0.002924,0.002865,0.002887,2.2E-05
100,0.161351,0.161351,0.16141,5.9E-05,-2.2E-05,-8.8E-05,-6.6E-05
101,0.16141,0.16141,0.161491,8.1E-05,6.6E-05,9.4E-05,2.8E-05
102,0.161491,0.161491,0.161506,1.5E-05,-2.8E-05,-5.9E-05,-3.1E-05
103,0.161506,0.161506,0.161549,4.3E-05,3.1E-05,0.000127,9.6E-05
104,0.161549,0.161549,0.161561,1.2E-05,-9.6E-05,-0.000192,-9.6E-05
105,0.161561,0.161561,0.161669,0.000108,9.6E-05,0.000331,0.000235
106,0.161669,0.161669,0.161681,1.2E-05,-0.000235,-0.00047,-0.000235
107,0.161681,0.161681,0.161928,0.000247,0.000235,0.003553,0.003318
108,0.161928,0.161928,0.16194,1.2E-05,-0.003318,-0.006604,-0.003286
109,0.16194,0.16194,0.16527,0.00333,0.003286,0.003322,3.6E-05
110,0.16527,0.16527,0.165314,4.4E-05,-3.6E-05,-8.9E-05,-5.3E-05
111,0.165314,0.165314,0.165394,8E-05,5.3E-05,0.006537,0.006484
112,0.165394,0.165394,0.165421,2.7E-05,-0.006484,-0.012947,-0.006463
113,0.165421,0.165421,0.171932,0.006511,0.006463,0.014895,0.008432
114,0.171932,0.171932,0.17198,4.8E-05,-0.008432,-0.016785,-0.008353
115,0.17198,0.17198,0.18046,0.00848,0.008353,0.023882,0.015529
116,0.18046,0.18046,0.180587,0.000127,-0.015529,-0.031122,-0.015593
117,0.180587,0.180587,0.196243,0.015656,0.015593,0.015628,3.5E-05
118,0.196243,0.196243,0.196306,6.3E-05,-3.5E-05,0.011704,0.011739
119,0.196306,0.196306,0.196404,9.8E-05,-0.011739,-0.023576,-0.011837
120,0.196404,0.196404,0.208241,0.011837,0.011837,0.011837,0
121,0.208241,0.208241,0.208241,0,0,0,0
122,0.208241,0.208241,0.208241,0,0,0,0
123,0.208241,0.208241,0.208241,0,0,0,0
124,0.208241,0.208241,0.208241,0,0,0,0
125,0.208241,0.208241,0.208241,0,0,0,0
126,0.208241,0.208241,0.208241,0,0,0,0
127,0.208241,0.208241,0.208241,0,0,0,0
128,0.208241,0.208241,0.208241,0,0,0,0
129,0.208241,0.208241,0.208241,0,0,0,0
130,0.208241,0.208241,0.208241,0,0,0,0
131,0.208241,0.208241,0.208241,0,0,0.00015,0.00015
132,0.208241,0.208241,0.208241,0,-0.00015,-0.000222,-7.2E-05
133,0.208241,0.208241,0.208391,0.00015,7.2E-05,6.4E-05,-8E-06
134,0.208391,0.208391,0.208469,7.8E-05,8E-06,3.2E-05,2.4E-05
135,0.208469,0.208469,0.208539,7E-05,-2.4E-05,0.006134,0.006158
136,0.208539,0.208539,0.208633,9.4E-05,-0.006158,-0.01241,-0.006252
137,0.208633,0.208633,0.214885,0.006252,0.006252,0.006252,0
138,0.214885,0.214885,0.214885,0,0,0,0
139,0.214885,0.214885,0.214885,0,0,0,0
140,0.214885,0.214885,0.214885,0,0,0,0
141,0.214885,0.214885,0.214885,0,0,0,0
142,0.214885,0.214885,0.214885,0,0,0,0
143,0.214885,0.214885,0.214885,0,0,0,0
144,0.214885,0.214885,0.214885,0,0,0,0
145,0.214885,0.214885,0.214885,0,0,0,0
146,0.214885,0.214885,0.214885,0,0,0,0
147,0.214885,0.214885,0.214885,0,0,0.001205,0.001205
148,0.214885,0.214885,0.214885,0,-0.001205,0.005963,0.007168
149,0.214885,0.214885,0.21609,0.001205,-0.007168,-0.015426,-0.008258
150,0.21609,0.21609,0.224463,0.008373,0.008258,0.013126,0.004868
151,0.224463,0.224463,0.224578,0.000115,-0.004868,-0.004536,0.000332
152,0.224578,0.224578,0.229561,0.004983,-0.000332,-0.005647,-0.005315
153,0.229561,0.229561,0.234876,0.005315,0.005315,0.005315,0
154,0.234876,0.234876,0.234876,0,0,0,0
155,0.234876,0.234876,0.234876,0,0,8.6E-05,8.6E-05
156,0.234876,0.234876,0.234876,0,-8.6E-05,-0.000112,-2.6E-05
157,0.234876,0.234876,0.234962,8.6E-05,2.6E-05,0.005923,0.005897
158,0.234962,0.234962,0.235022,6E-05,-0.005897,-0.011854,-0.005957
159,0.235022,0.235022,0.240979,0.005957,0.005957,0.005957,0
160,0.240979,0.240979,0.240979,0,0,0,0
161,0.240979,0.240979,0.240979,0,0,0,0
162,0.240979,0.240979,0.240979,0,0,0,0
163,0.240979,0.240979,0.240979,0,0,0.000123,0.000123
164,0.240979,0.240979,0.240979,0,-0.000123,0.004855,0.004978
165,0.240979,0.240979,0.241102,0.000123,-0.004978,-0.010079,-0.005101
166,0.241102,0.241102,0.246203,0.005101,0.005101,0.005101,0
167,0.246203,0.246203,0.246203,0,0,6.8E-05,6.8E-05
168,0.246203,0.246203,0.246203,0,-6.8E-05,0.008333,0.008401
169,0.246203,0.246203,0.246271,6.8E-05,-0.008401,-0.01687,-0.008469
170,0.246271,0.246271,0.25474,0.008469,0.008469,0.025217,0.016748
171,0.25474,0.25474,0.25474,0,-0.016748,-0.033496,-0.016748
172,0.25474,0.25474,0.271488,0.016748,0.016748,0.016748,0
173,0.271488,0.271488,0.271488,0,0,0,0
174,0.271488,0.271488,0.271488,0,0,0,0
175,0.271488,0.271488,0.271488,0,0,0.002658,0.002658
176,0.271488,0.271488,0.271488,0,-0.002658,-0.005269,-0.002611
177,0.271488,0.271488,0.274146,0.002658,0.002611,0.002875,0.000264
178,0.274146,0.274146,0.274193,4.7E-05,-0.000264,0.002235,0.002499
179,0.274193,0.274193,0.274504,0.000311,-0.002499,0.008823,0.011322
180,0.274504,0.274504,0.277314,0.00281,-0.011322,-0.025454,-0.014132
181,0.277314,0.277314,0.291446,0.014132,0.014132,0.014132,0
182,0.291446,0.291446,0.291446,0,0,0,0
183,0.291446,0.291446,0.291446,0,0,0,0
184,0.291446,0.291446,0.291446,0,0,0,0
185,0.291446,0.291446,0.291446,0,0,0.018396,0.018396
186,0.291446,0.291446,0.291446,0,-0.018396,-0.029955,-0.011559
187,0.291446,0.291446,0.309842,0.018396,0.011559,0.004722,-0.006837
188,0.309842,0.309842,0.316679,0.006837,0.006837,0.009761,0.002924
189,0.316679,0.316679,0.316679,0,-0.002924,-0.003985,-0.001061
190,0.316679,0.316679,0.319603,0.002924,0.001061,-0.000802,-0.001863
191,0.319603,0.319603,0.321466,0.001863,0.001863,0.001863,0
192,0.321466,0.321466,0.321466,0,0,0,0
193,0.321466,0.321466,0.321466,0,0,0,0
194,0.321466,0.321466,0.321466,0,0,0,0
195,0.321466,0.321466,0.321466,0,0,0.000107,0.000107
196,0.321466,0.321466,0.321466,0,-0.000107,-5.9E-05,4.8E-05
197,0.321466,0.321466,0.321573,0.000107,-4.8E-05,0.004908,0.004956
198,0.321573,0.321573,0.321728,0.000155,-0.004956,-0.009972,-0.005016
199,0.321728,0.321728,0.326839,0.005111,0.005016,0.005118,0.000102
200,0.326839,0.326839,0.326934,9.5E-05,-0.000102,0.006299,0.006401
201,0.326934,0.326934,0.327131,0.000197,-0.006401,-0.012927,-0.006526
202,0.327131,0.327131,0.333729,0.006598,0.006526,0.006493,-3.3E-05
203,0.333729,0.333729,0.333801,7.2E-05,3.3E-05,0.003894,0.003861
204,0.333801,0.333801,0.33384,3.9E-05,-0.003861,0.009218,0.013079
205,0.33384,0.33384,0.33774,0.0039,-0.013079,-0.029982,-0.016903
206,0.33774,0.33774,0.354719,0.016979,0.016903,0.016873,-3E-05
207,0.354719,0.354719,0.354795,7.6E-05,3E-05,0.003114,0.003084
208,0.354795,0.354795,0.354841,4.6E-05,-0.003084,-0.005144,-0.00206
209,0.354841,0.354841,0.357971,0.00313,0.00206,0.001051,-0.001009
210,0.357971,0.357971,0.359041,0.00107,0.001009,0.001238,0.000229
211,0.359041,0.359041,0.359102,6.1E-05,-0.000229,-0.000423,-0.000194
212,0.359102,0.359102,0.359392,0.00029,0.000194,9.8E-05,-9.6E-05
213,0.359392,0.359392,0.359488,9.6E-05,9.6E-05,0.00013,3.4E-05
214,0.359488,0.359488,0.359488,0,-3.4E-05,-1.6E-05,1.8E-05
215,0.359488,0.359488,0.359522,3.4E-05,-1.8E-05,0.031599,0.031617
216,0.359522,0.359522,0.359574,5.2E-05,-0.031617,-0.04618,-0.014563
217,0.359574,0.359574,0.391243,0.031669,0.014563,0.018673,0.00411
218,0.391243,0.391243,0.408349,0.017106,-0.00411,-0.025208,-0.021098
219,0.408349,0.408349,0.429565,0.021216,0.021098,0.021006,-9.2E-05
220,0.429565,0.429565,0.429683,0.000118,9.2E-05,0.001235,0.001143
221,0.429683,0.429683,0.429709,2.6E-05,-0.001143,0.011664,0.012807
222,0.429709,0.429709,0.430878,0.001169,-0.012807,-0.026783,-0.013976
223,0.430878,0.430878,0.444854,0.013976,0.013976,0.013976,0
224,0.444854,0.444854,0.444854,0,0,0,0
225,0.444854,0.444854,0.444854,0,0,0,0
226,0.444854,0.444854,0.444854,0,0,0.000133,0.000133
227,0.444854,0.444854,0.444854,0,-0.000133,-0.000164,-3.1E-05
228,0.444854,0.444854,0.444987,0.000133,3.1E-05,0.000588,0.000557
229,0.444987,0.444987,0.445089,0.000102,-0.000557,-0.001216,-0.000659
230,0.445089,0.445089,0.445748,0.000659,0.000659,0.000697,3.8E-05
231,0.445748,0.445748,0.445748,0,-3.8E-05,-2.3E-05,1.5E-05
232,0.445748,0.445748,0.445786,3.8E-05,-1.5E-05,0.01006,0.010075
233,0.445786,0.445786,0.445839,5.3E-05,-0.010075,-0.020203,-0.010128
234,0.445839,0.445839,0.455967,0.010128,0.010128,0.010128,0
235,0.455967,0.455967,0.455967,0,0,0,0
236,0.455967,0.455967,0.455967,0,0,0,0
237,0.455967,0.455967,0.455967,0,0,0,0
238,0.455967,0.455967,0.455967,0,0,0,0
239,0.455967,0.455967,0.455967,0,0,0,0
240,0.455967,0.455967,0.455967,0,0,0,0
241,0.455967,0.455967,0.455967,0,0,0,0
242,0.455967,0.455967,0.455967,0,0,0.000157,0.000157
243,0.455967,0.455967,0.455967,0,-0.000157,-0.000239,-8.2E-05
244,0.455967,0.455967,0.456124,0.000157,8.2E-05,6.2E-05,-2E-05
245,0.456124,0.456124,0.456199,7.5E-05,2E-05,0.000703,0.000683
246,0.456199,0.456199,0.456254,5.5E-05,-0.000683,-0.00127,-0.000587
247,0.456254,0.456254,0.456992,0.000738,0.000587,0.004372,0.003785
248,0.456992,0.456992,0.457143,0.000151,-0.003785,-0.007668,-0.003883
249,0.457143,0.457143,0.461079,0.003936,0.003883,0.022678,0.018795
250,0.461079,0.461079,0.461132,5.3E-05,-0.018795,-0.037643,-0.018848
251,0.461132,0.461132,0.47998,0.018848,0.018848,0.018848,0
252,0.47998,0.47998,0.47998,0,0,0,0
253,0.47998,0.47998,0.47998,0,0,0.000116,0.000116
254,0.47998,0.47998,0.47998,0,-0.000116,-0.000174,-5.8E-05
255,0.47998,0.47998,0.480096,0.000116,5.8E-05,0.001699,0.001641
256,0.480096,0.480096,0.480154,5.8E-05,-0.001641,-0.003305,-0.001664
257,0.480154,0.480154,0.481853,0.001699,0.001664,0.001663,-1E-06
258,0.481853,0.481853,0.481888,3.5E-05,1E-06,0.013049,0.013048
259,0.481888,0.481888,0.481922,3.4E-05,-0.013048,-0.02613,-0.013082
260,0.481922,0.481922,0.495004,0.013082,0.013082,0.013082,0
261,0.495004,0.495004,0.495004,0,0,0,0
262,0.495004,0.495004,0.495004,0,0,0,0
263,0.495004,0.495004,0.495004,0,0,0,0
264,0.495004,0.495004,0.495004,0,0,0,0
265,0.495004,0.495004,0.495004,0,0,0,0
266,0.495004,0.495004,0.495004,0,0,0,0
267,0.495004,0.495004,0.495004,0,0,0,0
268,0.495004,0.495004,0.495004,0,0,0,0
269,0.495004,0.495004,0.495004,0,0,0.000162,0.000162
270,0.495004,0.495004,0.495004,0,-0.000162,-0.000246,-8.4E-05
271,0.495004,0.495004,0.495166,0.000162,8.4E-05,2.2E-05,-6.2E-05
272,0.495166,0.495166,0.495244,7.8E-05,6.2E-05,0.000225,0.000163
273,0.495244,0.495244,0.49526,1.6E-05,-0.000163,0.00406,0.004223
274,0.49526,0.49526,0.495439,0.000179,-0.004223,-0.002243,0.00198
275,0.495439,0.495439,0.499841,0.004402,-0.00198,-0.008362,-0.006382
276,0.499841,0.499841,0.506223,0.006382,0.006382,0.006382,0
277,0.506223,0.506223,0.506223,0,0,0,0
278,0.506223,0.506223,0.506223,0,0,0,0
279,0.506223,0.506223,0.506223,0,0,0,0
280,0.506223,0.506223,0.506223,0,0,0,0
281,0.506223,0.506223,0.506223,0,0,0,0
282,0.506223,0.506223,0.506223,0,0,0,0
283,0.506223,0.506223,0.506223,0,0,0,0
284,0.506223,0.506223,0.506223,0,0,0,0
285,0.506223,0.506223,0.506223,0,0,0,0
286,0.506223,0.506223,0.506223,0,0,0,0
287,0.506223,0.506223,0.506223,0,0,0,0
288,0.506223,0.506223,0.506223,0,0,0.00012,0.00012
289,0.506223,0.506223,0.506223,0,-0.00012,-0.000184,-6.4E-05
290,0.506223,0.506223,0.506343,0.00012,6.4E-05,2.7E-05,-3.7E-05
291,0.506343,0.506343,0.506399,5.6E-05,3.7E-05,5.7E-05,2E-05
292,0.506399,0.506399,0.506418,1.9E-05,-2E-05,2.4E-05,4.4E-05
293,0.506418,0.506418,0.506457,3.9E-05,-4.4E-05,-7E-06,3.7E-05
294,0.506457,0.506457,0.50654,8.3E-05,-3.7E-05,0.005152,0.005189
295,0.50654,0.50654,0.50666,0.00012,-0.005189,-0.010341,-0.005152
296,0.50666,0.50666,0.511969,0.005309,0.005152,0.011162,0.00601
297,0.511969,0.511969,0.512126,0.000157,-0.00601,-0.012114,-0.006104
298,0.512126,0.512126,0.518293,0.006167,0.006104,0.006093,-1.1E-05
299,0.518293,0.518293,0.518356,6.3E-05,1.1E-05,4.9E-05,3.8E-05
300,0.518356,0.518356,0.518408,5.2E-05,-3.8E-05,-8.5E-05,-4.7E-05
301,0.518408,0.518408,0.518498,9E-05,4.7E-05,0.037984,0.037937
302,0.518498,0.518498,0.518541,4.3E-05,-0.037937,-0.075779,-0.037842
303,0.518541,0.518541,0.556521,0.03798,0.037842,0.037859,1.7E-05
304,0.556521,0.556521,0.556659,0.000138,-1.7E-05,0.009265,0.009282
305,0.556659,0.556659,0.556814,0.000155,-0.009282,-0.018719,-0.009437
306,0.556814,0.556814,0.566251,0.009437,0.009437,0.009529,9.2E-05
307,0.566251,0.566251,0.566251,0,-9.2E-05,-9.9E-05,-7E-06
308,0.566251,0.566251,0.566343,9.2E-05,7E-06,0.001841,0.001834
309,0.566343,0.566343,0.566428,8.5E-05,-0.001834,-0.003731,-0.001897
310,0.566428,0.566428,0.568347,0.001919,0.001897,0.001911,1.4E-05
311,0.568347,0.568347,0.568369,2.2E-05,-1.4E-05,0.000152,0.000166
312,0.568369,0.568369,0.568405,3.6E-05,-0.000166,-0.000349,-0.000183
313,0.568405,0.568405,0.568607,0.000202,0.000183,0.000196,1.3E-05
314,0.568607,0.568607,0.568626,1.9E-05,-1.3E-05,0.000506,0.000519
315,0.568626,0.568626,0.568658,3.2E-05,-0.000519,-0.00107,-0.000551
316,0.568658,0.568658,0.569209,0.000551,0.000551,0.000551,0
317,0.569209,0.569209,0.569209,0,0,2.6E-05,2.6E-05
318,0.569209,0.569209,0.569209,0,-2.6E-05,-1.9E-05,7E-06
319,0.569209,0.569209,0.569235,2.6E-05,-7E-06,5.5E-05,6.2E-05
320,0.569235,0.569235,0.569268,3.3E-05,-6.2E-05,-6.4E-05,-2E-06
321,0.569268,0.569268,0.569363,9.5E-05,2E-06,-7.5E-05,-7.7E-05
322,0.569363,0.569363,0.569456,9.3E-05,7.7E-05,9.4E-05,1.7E-05
323,0.569456,0.569456,0.569472,1.6E-05,-1.7E-05,0.000165,0.000182
324,0.569472,0.569472,0.569505,3.3E-05,-0.000182,-0.000352,-0.00017
325,0.569505,0.569505,0.56972,0.000215,0.00017,0.000271,0.000101
326,0.56972,0.56972,0.569765,4.5E-05,-0.000101,-0.000222,-0.000121
327,0.569765,0.569765,0.569911,0.000146,0.000121,0.004407,0.004286
328,0.569911,0.569911,0.569936,2.5E-05,-0.004286,-0.002526,0.00176
329,0.569936,0.569936,0.574247,0.004311,-0.00176,-0.007831,-0.006071
330,0.574247,0.574247,0.580318,0.006071,0.006071,0.006071,0
331,0.580318,0.580318,0.580318,0,0,7.6E-05,7.6E-05
332,0.580318,0.580318,0.580318,0,-7.6E-05,-7.6E-05,1.11022E-16
333,0.580318,0.580318,0.580394,7.6E-05,-1.11022E-16,-6.5E-05,-6.5E-05
334,0.580394,0.580394,0.58047,7.6E-05,6.5E-05,0.00029,0.000225
335,0.58047,0.58047,0.580481,1.1E-05,-0.000225,0.010926,0.011151
336,0.580481,0.580481,0.580717,0.000236,-0.011151,-0.02246,-0.011309
337,0.580717,0.580717,0.592104,0.011387,0.011309,0.01709,0.005781
338,0.592104,0.592104,0.592182,7.8E-05,-0.005781,-0.011576,-0.005795
339,0.592182,0.592182,0.598041,0.005859,0.005795,0.0058,5E-06
340,0.598041,0.598041,0.598105,6.4E-05,-5E-06,-2.1E-05,-1.6E-05
341,0.598105,0.598105,0.598174,6.9E-05,1.6E-05,3.2E-05,1.6E-05
342,0.598174,0.598174,0.598227,5.3E-05,-1.6E-05,0.000304,0.00032
343,0.598227,0.598227,0.598296,6.9E-05,-0.00032,-0.000709,-0.000389
344,0.598296,0.598296,0.598685,0.000389,0.000389,0.000417,2.8E-05
345,0.598685,0.598685,0.598685,0,-2.8E-05,0.000194,0.000222
346,0.598685,0.598685,0.598713,2.8E-05,-0.000222,0.000167,0.000389
347,0.598713,0.598713,0.598963,0.00025,-0.000389,-0.001028,-0.000639
348,0.598963,0.598963,0.599602,0.000639,0.000639,0.000669,3E-05
349,0.599602,0.599602,0.599602,0,-3E-05,0.006626,0.006656
350,0.599602,0.599602,0.599632,3E-05,-0.006656,-0.013342,-0.006686
351,0.599632,0.599632,0.606318,0.006686,0.006686,0.006686,0
352,0.606318,0.606318,0.606318,0,0,9.1E-05,9.1E-05
353,0.606318,0.606318,0.606318,0,-9.1E-05,-0.000125,-3.4E-05
354,0.606318,0.606318,0.606409,9.1E-05,3.4E-05,6E-06,-2.8E-05
355,0.606409,0.606409,0.606466,5.7E-05,2.8E-05,0.013135,0.013107
356,0.606466,0.606466,0.606495,2.9E-05,-0.013107,-0.011082,0.002025
357,0.606495,0.606495,0.619631,0.013136,-0.002025,-0.017075,-0.01505
358,0.619631,0.619631,0.634792,0.015161,0.01505,0.014971,-7.9E-05
359,0.634792,0.634792,0.634903,0.000111,7.9E-05,0.003563,0.003484
360,0.634903,0.634903,0.634935,3.2E-05,-0.003484,-0.006933,-0.003449
361,0.634935,0.634935,0.638451,0.003516,0.003449,0.010731,0.007282
362,0.638451,0.638451,0.638518,6.7E-05,-0.007282,-0.014631,-0.007349
363,0.638518,0.638518,0.645867,0.007349,0.007349,0.007349,0
364,0.645867,0.645867,0.645867,0,0,0,0
365,0.645867,0.645867,0.645867,0,0,0.000123,0.000123
366,0.645867,0.645867,0.645867,0,-0.000123,-0.00015,-2.7E-05
367,0.645867,0.645867,0.64599,0.000123,2.7E-05,-3.7E-05,-6.4E-05
368,0.64599,0.64599,0.646086,9.6E-05,6.4E-05,0.003717,0.003653
369,0.646086,0.646086,0.646118,3.2E-05,-0.003653,-0.007108,-0.003455
370,0.646118,0.646118,0.649803,0.003685,0.003455,0.003251,-0.000204
371,0.649803,0.649803,0.650033,0.00023,0.000204,0.000232,2.8E-05
372,0.650033,0.650033,0.650059,2.6E-05,-2.8E-05,0.000176,0.000204
373,0.650059,0.650059,0.650113,5.4E-05,-0.000204,-0.000374,-0.00017
374,0.650113,0.650113,0.650371,0.000258,0.00017,8.2E-05,-8.8E-05
375,0.650371,0.650371,0.650459,8.8E-05,8.8E-05,0.000112,2.4E-05
376,0.650459,0.650459,0.650459,0,-2.4E-05,0.001029,0.001053
377,0.650459,0.650459,0.650483,2.4E-05,-0.001053,-0.00213,-0.001077
378,0.650483,0.650483,0.65156,0.001077,0.001077,0.001106,2.9E-05
379,0.65156,0.65156,0.65156,0,-2.9E-05,0.017981,0.01801
380,0.65156,0.65156,0.651589,2.9E-05,-0.01801,-0.036049,-0.018039
381,0.651589,0.651589,0.669628,0.018039,0.018039,0.018039,0
382,0.669628,0.669628,0.669628,0,0,0,0
383,0.669628,0.669628,0.669628,0,0,0,0
384,0.669628,0.669628,0.669628,0,0,0.000109,0.000109
385,0.669628,0.669628,0.669628,0,-0.000109,0.004526,0.004635
386,0.669628,0.669628,0.669737,0.000109,-0.004635,-0.009307,-0.004672
387,0.669737,0.669737,0.674481,0.004744,0.004672,0.004665,-7E-06
